data_period,store_id,store_name,region,city,store_format,monthly_footfall,total_transactions,revenue_inr_thousand,avg_basket_size_inr,loyalty_transactions,loyalty_sales_contribution_pct,pickup_orders,pickup_fulfillment_rate_pct,online_sales_pct,fresh_wastage_pct,stockout_incidents,on_shelf_availability_pct,avg_days_to_expiry_fresh_produce,avg_checkout_wait_min,customer_complaints,avg_customer_rating,staff_utilisation_pct,top_revenue_category,top_category_revenue_pct
2024-04,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,978,592,176.3,840.1,191,37.5,0,0,0,4.15,2,93.6,3.9,7.9,35,4.67,73.9,Seasonal & Festive,17.6
2024-05,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,890,491,148.9,771.1,217,37.9,0,0,0,7.44,15,96.4,2.6,7.6,1,3.84,76.7,Fresh Produce,18.2
2024-06,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,908,637,172,437.61,327,55.5,0,0,0,3.3,18,96.3,3.3,3.6,18,4.11,73,Seasonal & Festive,16.1
2024-07,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,926,619,157.2,722.21,196,35,0,0,0,5.89,11,91.4,2.3,5.3,2,3.88,70.5,Pet Supplies,14.5
2024-08,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,838,597,171.9,887.39,201,51.3,0,0,0,8.32,28,96.4,2.1,6.3,45,4.65,81.1,Ready to Eat,17
2024-09,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,930,648,167.4,304.06,212,41.1,0,0,0,4.35,27,94,2.2,6.7,12,4.59,67.4,Meat & Seafood,9.5
2024-10,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,969,637,196.6,649.73,214,47.5,0,0,0,8.78,5,97.1,3.5,2.1,34,3.57,63.6,Frozen Foods,11.6
2024-11,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,1020,782,183.3,549.54,401,53,0,0,0,7.57,9,89.2,3.8,3.6,13,4.36,73.3,Pet Supplies,22
2024-12,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,1077,598,190.3,931.47,325,49.8,0,0,0,8.54,10,98.7,4.4,2,23,4.63,83.3,Cooking Essentials,17.1
2025-01,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,805,611,156.8,967.74,277,29.2,0,0,0,4.89,27,97.1,3.7,4.9,26,3.48,76.1,Bakery,14.6
2025-02,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,967,648,165.4,498.16,209,57.2,0,0,0,4.87,13,93.3,2.8,6.6,26,4.39,85.6,Organic & Natural,11.8
2025-03,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,916,512,155.2,738.86,260,54.1,0,0,0,8.96,20,92.9,3,2.1,16,4.41,89.1,Staples & Grains,11.4
2025-04,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,951,576,182.9,893.98,283,33.8,0,0,0,2.88,11,98,4,7.2,44,3.47,89.8,Bakery,14.1
2025-05,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,948,686,174.6,343.95,345,33.6,0,0,0,3.55,22,90,2,5.9,42,4.66,62.6,Dairy & Eggs,8.7
2025-06,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,945,595,176.7,508.72,302,36.2,0,0,0,2.3,4,96.1,3.5,5.9,26,4.51,84.3,Health & Wellness,10.9
2025-07,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,902,636,152.1,370.9,381,56.9,0,0,0,6.94,14,90,2.1,7.6,36,4.27,82.4,International Foods,18.9
2025-08,STR_019,FreshLane Lucknow Neighbourhood 5,North,Lucknow,Neighbourhood,974,703,179,319.35,420,36.6,0,0,0,7.03,3,91.5,4.4,1.8,41,4.27,67.5,Fresh Produce,18
2024-01,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,12844,7689,3126,920.38,2694,50.8,253,96.6,13,7.07,24,90.6,2.2,6.6,11,4.29,86.9,Bakery,12.3
2024-02,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14056,8675,3244.8,968.86,3497,38.6,294,86,39.1,4.15,17,97.9,2.1,6.4,28,4.76,67.6,Household Cleaning,21.6
2024-03,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14672,9087,3757.1,753.77,3324,37.1,105,84.3,11.6,5.36,20,96.8,2.2,2.5,7,4.37,68.5,Pet Supplies,9.4
2024-04,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14284,9019,3819.1,855.03,4775,44.1,362,92.9,29.4,4.15,3,88.4,3,8.2,15,4.25,89.5,Snacks & Confectionery,21.9
2024-05,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14421,11181,3692.7,752.01,7211,48.6,175,94.8,11.6,8.11,24,98,2.8,6.2,37,4.05,76.4,International Foods,12.3
2024-06,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,15245,8997,3711.9,938.53,5453,50.1,171,83.1,17.1,9.12,10,95,3.7,3.4,3,4.48,62.9,Bakery,13.3
2024-07,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14772,8923,3139.4,856.1,4714,40.2,313,83.7,8.6,9.1,23,91,4,9,18,3.72,70.8,Seasonal & Festive,17.3
2024-08,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,15885,11641,3736.5,632.01,4045,57.3,477,84.6,18.2,2.87,20,91,4,4.3,43,3.53,73.3,Dairy & Eggs,21.7
2024-09,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,15868,12326,3566.6,396.58,7239,36.4,100,82.9,12.1,6.57,7,98.2,3.1,7.8,21,4.07,85.4,Fresh Produce,18.2
2024-10,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,16179,9161,3872.5,726.11,3907,44,567,89.6,35.7,5.43,8,96.8,3.4,8.1,38,4.02,81.9,Frozen Foods,16.8
2024-11,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,17747,9828,3897.9,345.49,5953,35.1,189,93.8,18.9,6,26,89.8,4.4,7.9,26,4.7,75.4,Bakery,18.7
2024-12,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,17534,12009,3912.3,293.98,5516,43.5,86,88.8,32.4,5.51,11,96.1,2.4,7.6,11,4.28,69,Staples & Grains,11.3
2025-01,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14508,8841,3536.2,570.94,5335,48.1,233,89.8,14.9,6.93,20,91.9,4.5,5.1,25,4.13,80.7,Seasonal & Festive,20.8
2025-02,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,15748,10784,3471.5,783.09,5093,33.8,252,85.9,39.1,4.68,12,98.5,3.2,6.2,25,4.21,66.3,Frozen Foods,13.3
2025-03,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14666,10690,3746.5,592.81,4031,32.9,239,96.8,32.2,5.33,27,93.7,2,8.9,45,4.4,71.4,Bakery,16.2
2025-04,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14994,10481,4079.7,402.35,4044,49.5,405,92.8,28.9,8.97,18,88.9,2.7,3.4,23,4.88,74.8,Dairy & Eggs,18.3
2025-05,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,16633,10224,3552.6,447.3,4538,35,76,96.1,40.8,4.73,5,91.7,1.8,6.6,28,4.64,66.8,Staples & Grains,10.2
2025-06,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,16229,11249,3703.1,311.4,4590,39.1,390,95,21.6,9.39,28,92.5,3.9,5.1,5,4.75,92,Household Cleaning,9.2
2025-07,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,16419,9789,3814.4,833.92,5695,53.5,185,97.2,9.7,3.25,21,93.9,3.4,6.3,40,3.43,93.7,Health & Wellness,8.6
2025-08,STR_020,FreshLane Jaipur Hypermarket 5,North,Jaipur,Hypermarket,14776,11295,3301.2,676.8,6021,52.7,71,90.7,23.6,5.94,26,88.8,3.6,5.3,21,4.55,78,Fresh Produce,10.1
2024-01,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,8304,4867,2197.2,709.18,3099,43.6,114,92,16.6,8.29,22,97,4.4,5.3,18,4.08,86.9,Organic & Natural,9.9
2024-02,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9331,6029,2181.1,342.63,3609,53.7,135,83.5,16.9,8.84,17,89.4,3.7,2.3,15,4.33,73.8,Baby & Kids,19
2024-03,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9248,6604,2316.8,444.98,4000,31.8,569,91.5,12.3,5.39,19,89.8,3.7,7.2,25,3.56,78.7,Ready to Eat,19.4
2024-04,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10547,7100,2306.7,945.2,3109,53.4,368,89.6,24.7,8.62,7,97.2,2.9,4,44,4.14,80.9,Health & Wellness,11.3
2024-05,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10427,5991,2317.5,513.83,2298,56.5,264,84.7,23.7,4.46,4,88.4,2.7,5.6,40,4.23,73.8,Personal Care,14.3
2024-06,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10272,6224,2176.1,460.76,2864,50.8,198,93.3,8.7,5.33,27,96.5,2.7,5.7,16,3.71,86.5,Bakery,8.7
2024-07,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9994,6307,2074.3,892.08,3487,37.6,579,84,14.1,5.9,4,88.9,2.3,8.6,18,4.86,74.4,Frozen Foods,20.9
2024-08,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9729,6825,2150.2,771.68,4410,36,460,82.8,11.9,2.13,14,99,4,7.4,41,4.16,71.9,Frozen Foods,10.1
2024-09,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9808,6611,2311.4,809.42,2162,28.5,150,88.6,39.7,7.01,25,96.8,3.1,4.2,25,3.56,90.9,Household Cleaning,19
2024-10,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10561,7326,2609,621.16,4623,45.4,447,82.8,10.1,3.54,13,88.4,3.8,6.9,7,3.6,89.6,Bakery,10.2
2024-11,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,11377,6923,2604.3,540.61,3261,40.2,774,82.9,12.8,2.51,2,94.9,1.9,7.8,20,4.17,79.4,Organic & Natural,15.9
2024-12,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,11509,7900,2663.6,503.17,2950,31.5,789,82.4,35.3,8.17,13,91.3,2.2,2.6,18,4.45,83.2,Meat & Seafood,19
2025-01,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9939,6022,2250.8,389.1,3581,34.3,114,93.3,21.7,9.18,6,95.2,2,8.6,6,3.79,73.1,Beverages,13.6
2025-02,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9112,5851,2289.1,366.32,2473,51.2,512,84.5,20.5,4.97,15,89.7,4,6.8,29,3.69,74.1,Seasonal & Festive,9.5
2025-03,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10449,7623,2208.3,970.15,3328,45.4,594,90.9,13.9,5.02,19,97.3,3.5,6.4,33,4.7,91.5,Ready to Eat,20.9
2025-04,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9773,7076,2460,798.36,3625,33,541,93.5,10.9,5.67,5,89.9,2.7,1.6,2,4,80.1,Bakery,16.7
2025-05,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10832,6257,2628.8,430.82,3741,32.7,649,95.5,25,9.66,13,89.1,2.6,6.3,36,3.93,92.6,Bakery,8.9
2025-06,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10214,6218,2407.6,736.91,2658,53.3,192,95.2,27.1,7.97,21,95.8,2.4,5.8,39,4.7,76.3,Household Cleaning,21.5
2025-07,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,9951,7651,2172.8,552.6,3151,54,565,87.6,10.8,7.68,14,91.4,3.9,4.8,1,4.13,87.7,Personal Care,13.4
2025-08,STR_021,FreshLane Delhi Superstore 6,North,Delhi,Superstore,10146,6807,2330.1,537.14,3969,38.9,378,92.7,17.2,4.24,15,98.3,3.8,5.8,25,4.37,63,Bakery,16.7
2024-01,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2283,1357,422.9,337.03,858,40.3,292,82.8,9.3,7.62,25,93.9,3.2,3.3,36,4.52,67.6,Staples & Grains,10.7
2024-02,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2380,1662,440.2,453.22,877,52.7,284,83.2,17.3,9.65,20,94.6,3.7,1.6,34,4.18,63.2,Beverages,16
2024-03,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2666,1747,524.6,658.39,1101,48.2,113,89.5,16.2,5.72,23,93,3.4,4.2,25,3.65,78.6,Beverages,19.6
2024-04,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2616,1987,473.7,934.87,741,29.2,474,95.2,40.9,8.95,6,94.6,3.2,1.7,18,3.77,77.2,Personal Care,16.8
2024-05,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2599,1767,518.5,475.84,584,40.4,484,93.1,41.7,4.24,10,93.5,2.7,4.8,32,4.69,84.6,Frozen Foods,20.4
2024-06,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2355,1776,510.2,321.83,737,37.4,342,97.1,9.6,4.81,4,97.4,2.9,3,11,4.04,74.7,Ready to Eat,20.8
2024-07,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2549,1674,470.3,971.86,536,35.9,300,84.5,40.2,8,10,91,3.4,6.9,27,4.81,91.1,Personal Care,15.2
2024-08,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2608,1503,485.6,666.89,517,43.9,219,82.3,32.6,2.35,17,94.5,3.3,8.8,5,4.13,64.1,Baby & Kids,15.7
2024-09,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2770,1727,554.5,581.24,1066,33.7,420,88.5,9.4,4.77,10,90.9,3.7,8.6,16,3.8,88.8,International Foods,8.8
2024-10,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2902,2107,506.3,933.82,1117,52.7,480,97.5,32.3,9.22,21,93.7,2.1,5.5,40,3.59,81.6,Snacks & Confectionery,14.8
2024-11,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,3098,2053,526.3,416.39,1298,39.5,365,93.4,28.5,4.4,16,92.5,2.4,8.7,7,3.6,74.3,Frozen Foods,8.4
2024-12,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,3002,1706,637.1,420.82,795,28.3,155,94.9,34.2,9.15,11,97.4,3.6,1.9,1,4.57,89.9,Health & Wellness,19.2
2025-01,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2405,1724,436.6,871.73,1108,32.7,178,85.4,34.9,3.54,12,88.7,4.5,1.7,40,4.65,74.1,Health & Wellness,19.8
2025-02,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2561,1413,526.6,928.34,461,35.5,410,96.2,23.6,6.77,27,90.1,4,8.8,22,3.8,78.3,Organic & Natural,9.2
2025-03,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2673,1741,508.7,381.11,725,43.7,384,82.1,33.9,7.59,12,92,1.9,7.2,28,4.83,69.9,Frozen Foods,12.5
2025-04,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2566,1621,526.9,388.39,881,44.8,286,88.7,27.1,2.15,11,88.9,4.2,2.1,21,4.46,92.4,Snacks & Confectionery,11.8
2025-05,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2673,2049,531.4,897.2,1145,30.6,440,88.6,24,2.48,17,90.1,3.9,4.9,21,3.85,74.7,Beverages,20
2025-06,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2725,1656,480.3,362.25,1030,45.4,353,91.5,20.4,8.31,14,93.8,2.1,2.5,21,4.21,92.9,Personal Care,12.3
2025-07,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2746,1533,524.3,453.47,514,49.9,179,87.9,25.1,7.69,25,89.2,2.9,5.1,45,4.21,89,International Foods,10.4
2025-08,STR_022,FreshLane Chandigarh Express 6,North,Chandigarh,Express,2778,1974,528.1,669.11,876,32.2,425,90.4,29.7,4.7,20,98,3.4,2.1,16,4.07,87,Household Cleaning,19.1
2024-01,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,860,650,137.2,567.42,398,48.6,473,83.4,37.4,4.57,14,90,2.4,4.6,18,3.78,72.6,Health & Wellness,9.9
2024-02,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,827,520,154.3,589.3,291,54.8,450,87.3,33.3,3.27,13,89.4,2.7,7.6,8,3.77,64.1,Snacks & Confectionery,9.8
2024-03,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,943,639,162.9,457.24,309,47.7,199,95.8,18.5,7.44,20,88.2,2.8,4.1,35,4.22,64.4,Beverages,19.1
2024-04,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,869,590,167.6,842.25,329,47.9,268,94.9,18,6.5,23,96.2,2.8,3.8,36,4.09,89,Fresh Produce,21
2024-05,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,926,530,168.8,912.29,202,49.3,519,95.7,22.1,2.79,25,92.8,2.4,3.7,30,4.56,64.5,Snacks & Confectionery,19.6
2024-06,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,872,547,160,342.76,181,56.8,490,89.4,15.6,9.29,16,91.8,2.2,5.7,19,4.82,62.1,Bakery,11.3
2024-07,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,935,636,145.1,359.27,382,42.3,579,92.9,10.5,9.74,28,92.5,2.6,5.7,27,3.86,64.9,International Foods,8
2024-08,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,885,690,169.3,680.62,276,36.4,161,84.6,17.7,8.2,6,98,4.4,3.2,41,4.72,72.8,Personal Care,9.6
2024-09,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,993,644,171.3,395.31,257,50.1,329,97.8,9.9,4.83,9,93.3,3.2,3.9,17,4.49,90.9,Frozen Foods,21.1
2024-10,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,1080,799,196,665.38,324,40,280,89.5,17.7,9.5,24,91.4,2.1,5.5,28,3.49,65.6,Health & Wellness,11.1
2024-11,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,1079,776,190.4,839.78,348,38,294,94.4,9.8,2.2,4,96.8,3.1,2.5,29,3.75,92.8,International Foods,20
2024-12,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,1159,897,198.8,644.23,572,34.5,625,85.2,15.3,7.31,20,92.5,4.3,2.2,26,4.17,92.3,Seasonal & Festive,20.7
2025-01,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,810,475,148.5,713.38,303,55.4,150,83.9,10.9,9.1,18,90.1,2.9,4.9,45,4.3,64.4,Ready to Eat,11.2
2025-02,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,969,537,174.4,826.9,222,46.8,212,96.6,29.6,2.65,19,98,4.4,2.1,3,4.2,72,Baby & Kids,13.5
2025-03,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,897,597,170.8,950.59,196,46.6,254,95.7,22.8,3.58,24,90.1,3.9,3.5,35,4.55,68.8,Bakery,12.5
2025-04,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,959,573,186.8,932.21,243,32.5,349,89.4,38.6,9.26,5,92.2,3.1,8.2,16,4.61,62.1,Baby & Kids,12.5
2025-05,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,962,537,164,419.7,282,35.9,109,85.7,35.3,8.66,7,93.3,2.9,8.8,42,3.7,69.1,Dairy & Eggs,12.1
2025-06,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,887,613,162.4,917.58,272,56,103,85.4,27.2,6.84,20,88.4,2.9,6.4,42,4.45,83.1,Health & Wellness,12.5
2025-07,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,866,665,162.3,370.13,310,37.5,464,90,18.5,8.35,26,97.5,3.6,1.9,22,4.25,87.2,Ready to Eat,9.9
2025-08,STR_023,FreshLane Lucknow Neighbourhood 6,North,Lucknow,Neighbourhood,904,653,181,294.09,304,41.4,82,95.1,20.2,6.26,5,95.5,3.7,8.7,1,4.2,75.2,Meat & Seafood,21.4
2024-01,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,16909,10708,3772.7,869.79,5687,42.1,178,91.6,10.1,5.28,10,94,3,7.1,15,4.64,87.5,Pet Supplies,8.5
2024-02,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,17563,13032,4340.5,934.38,7752,37.1,311,89.5,13.4,2.34,25,98.4,2.4,3.3,34,3.53,92.6,Seasonal & Festive,16.1
2024-03,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,19775,13703,4864.2,521.93,4296,33.6,548,94.3,19.9,5,20,93.9,1.8,3.3,45,3.71,70.3,Staples & Grains,19.3
2024-04,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,18965,14206,4303.9,632.98,5461,30.4,289,94,26.7,8.39,16,98.6,3.9,6,24,4.14,63.3,Health & Wellness,21.8
2024-05,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,19486,11991,4311,746.7,6055,45.6,343,95.4,17,5.55,16,93.9,3.6,7.4,44,3.99,83.3,Pet Supplies,10.1
2024-06,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20382,11305,4343.9,790.66,4203,42.6,568,90.4,39.6,5.83,6,93.4,2.1,7.5,23,3.77,91.7,Fresh Produce,20.8
2024-07,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20202,14728,4419.4,753.97,5093,46,102,90,13.3,3.51,17,92,3,6.2,7,3.51,78.6,Personal Care,10.6
2024-08,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,19489,14028,4617.8,669.7,5856,51,326,89.7,30,2.24,15,95.2,3.5,3.8,6,3.53,65,Meat & Seafood,20.9
2024-09,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20867,14320,4373.5,529.71,8483,29.3,228,96.2,8.3,3.65,28,98.5,3.5,3.5,10,3.5,62.9,Baby & Kids,11.4
2024-10,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,23597,17962,5102,784.23,7953,33.7,431,96.5,35.3,2.61,11,95.6,3.3,8.3,22,3.58,79.6,Organic & Natural,20.3
2024-11,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,23093,14178,5447.6,329.32,5863,56.4,295,89.4,30.8,3.35,27,93.4,3.8,8,14,4.34,84.1,Pet Supplies,9.8
2024-12,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,25953,15854,5237.2,822.27,9936,49.6,635,85.5,23.1,6.86,17,96.5,2.1,8.7,23,4.74,70.9,International Foods,19.5
2025-01,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,18576,12698,4288.9,500.1,7053,40.3,395,93.2,32.2,2.5,5,97.5,3,3.5,29,3.76,77.9,Organic & Natural,20.4
2025-02,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,19193,12657,4795.6,347.77,8190,51.1,194,90,15.9,5.25,12,96.6,3.9,3.2,5,4.78,81.6,Personal Care,13.3
2025-03,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20423,13517,4864,671.92,6443,33.3,537,90.7,12.5,8,3,98.3,4.4,4.3,8,3.6,79.1,Fresh Produce,9.6
2025-04,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,22284,14340,4554.5,456.94,6225,51.8,346,84.7,17.1,6.02,12,89.6,3.5,5.7,42,4.47,92.9,Meat & Seafood,20.8
2025-05,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,22550,13970,4660.5,372.1,8567,57.2,581,83.8,40.2,5.36,23,88.1,3,1.8,11,4.22,73.2,Staples & Grains,14.6
2025-06,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20572,13368,5062.6,743.33,7844,55.2,150,90.5,17.7,2.46,18,95.4,4.1,2.7,12,4.62,90.2,Seasonal & Festive,20.8
2025-07,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,19244,13028,5042.7,504.46,4138,29.3,476,89.1,16.7,3.57,7,95.4,1.8,7.5,22,3.52,68.3,Seasonal & Festive,13.4
2025-08,STR_024,FreshLane Jaipur Hypermarket 6,North,Jaipur,Hypermarket,20367,15717,4625.8,504.5,8244,28.7,324,96,18.2,2.83,15,96.3,3.4,5.8,30,3.48,66.6,Staples & Grains,16.7
2024-01,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,13699,10522,3223.1,478.46,6259,49.7,0,0,0,2.7,27,89.2,3.1,2.7,26,4.87,67.2,Beverages,14.8
2024-02,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,14153,9184,3470.1,370.33,3638,54.6,0,0,0,2.41,7,98.1,4,3.7,41,4.58,63,Ready to Eat,21.5
2024-03,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,15154,8566,3382.6,533.81,5535,29.2,0,0,0,7.14,14,92.9,4.4,3.3,2,4.2,77.9,Snacks & Confectionery,17.8
2024-04,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,14337,10319,3373.7,430.2,3778,45.2,0,0,0,3.76,16,97.5,4.3,5.4,38,3.93,69.7,Ready to Eat,8.7
2024-05,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,14981,11492,3742.1,653.53,5041,48.8,0,0,0,5.87,14,93.6,2.5,4.9,1,4.11,85.3,Snacks & Confectionery,21.2
2024-06,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,14527,9809,3165.8,627.41,3520,50.8,0,0,0,9.68,8,98.4,2.3,8.1,18,4.46,77,Bakery,15.6
2024-07,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,15606,10353,3434.9,541.25,5204,33.7,0,0,0,9.04,20,95.4,3.5,2.2,7,4.31,66,Seasonal & Festive,9.1
2024-08,STR_025,FreshLane Delhi Hypermarket 7,North,Delhi,Hypermarket,15156,8646,3452.7,692.17,3897,33.2,0,0,0,9.7,7,94.2,3.7,3.9,24,3.54,94.2,Household Cleaning,12
